C:\ICPCHEM\1\DATA\Laser\09DEC_2.D
Intensity Vs Time,CPS
Acquired      : Dec 9 2010  04:51 pm using AcqMethod DJoto.m
Time [Sec],Li7,Na23,Mg24,P31,Ca43,Sc45,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn64,Cu65,Ge72,Rb85,Sr88,Y89,Cd114,Sn118,Ba137,Au197,Pb208,Th232,U238
1862.131,0,3067127.22,0,8402.29,15607.98,2400.19,300,400.01,3000.3,2100.15,0,0,1400.07,0,200,300,400.01,51489.5,0,0,100,100,0,300,0,0
1862.442,100,3093738.74,400.01,9002.63,9903.21,2200.16,500.01,700.02,2500.21,3100.32,100,100,800.02,300,100,600.01,0,47977.72,0,0,100,100,0,900.03,0,0
1862.753,0,3071319.8,100,7101.64,10503.61,1900.12,100,200,3100.32,2600.22,0,200,1500.07,100,400.01,400.01,200,59921.17,0,0,200,0,0,400.01,0,0
1863.064,0,3068485.42,0,7701.93,13706.16,3400.38,200,0,2300.18,4000.53,100,100,900.03,0,200,800.02,400.01,65143.2,0,100,100,0,100,500.01,0,0
1863.375,0,3060356.32,500.01,7501.83,11204.11,2600.22,400.01,200,2700.24,3300.36,0,100,900.03,100,300,800.02,200,49583,0,0,0,100,0,200,0,0
1863.686,0,3085658.86,500.01,8002.08,12104.8,1800.11,400.01,200,2900.28,4000.53,0,0,1800.11,0,200,400.01,0,33237.32,0,0,0,0,0,200,0,0
1863.997,100,3033055.93,100,7902.03,10303.48,2600.22,100,0,2400.19,2200.16,0,0,2100.15,100,400.01,300,300,36344.62,0,0,0,0,0,600.01,0,0
1864.308,100,3110488.94,100,7301.73,10903.9,2100.14,300,0,2100.15,4200.58,0,0,1300.06,0,200,400.01,100,27225.05,0,0,100,100,0,100,100,100
1864.62,100,3054717.06,200,5801.09,7401.8,2800.26,400.01,0,2800.26,2600.22,100,0,900.03,0,200,400.01,100,39853.64,0,0,200,0,100,400.01,0,0
1864.931,0,3076073.12,100,6001.17,8302.26,2000.13,300,100,2800.26,3800.48,0,200,1200.05,0,300,0,300,19512.87,0,0,0,100,0,300,0,0
1865.242,100,3057029.76,100,7601.88,6301.3,2200.16,400.01,200,1400.06,2500.21,0,200,1400.07,100,0,300,0,18511.58,0,0,100,0,100,400.01,100,0
1865.553,0,3100794.99,400.01,7801.98,6101.22,2900.28,100,0,1600.08,3200.34,100,0,1700.1,0,200,800.02,100,24920.98,0,100,0,0,0,200,0,100
1865.864,0,3074606.71,100,6701.46,6301.3,3600.43,200,200,1300.06,2500.21,0,0,1300.06,100,100,300,200,22016.38,0,100,200,0,0,600.01,0,0
1866.175,0,3035565.5,100,8102.13,7101.65,2800.26,400.01,300,2700.24,3000.3,0,100,1700.1,0,300,500.01,200,19312.61,0,0,0,0,0,1000.04,0,0
1866.486,0,3052611.01,100,7701.93,4800.76,2000.13,500.01,200,2100.15,3300.36,0,200,1500.07,100,400.01,200,400.01,18912.09,0,0,100,100,0,200,0,0
1866.797,0,3010371.16,0,7301.73,4200.58,2500.21,300,100,2700.24,2300.18,100,0,1800.11,0,200,400.01,200,25321.67,200,0,100,0,0,500.01,100,0
1867.108,0,3065493.62,100,9102.69,2900.28,2300.17,100,0,2800.26,2000.13,0,200,900.03,100,200,0,300,10003.38,0,0,0,0,0,700.02,0,0
1867.419,0,3047788.74,0,8702.46,5701.07,2800.26,500.01,0,2600.22,2300.18,100,0,1700.1,200,600.01,500.01,300,18010.97,0,0,100,0,0,300,0,0
1867.73,0,3096179.37,200,7101.64,2400.19,2600.22,100,0,3000.3,2500.21,0,300,1500.07,0,0,400.01,100,27225.05,0,100,0,0,100,300,0,0
1868.041,0,3028341.86,0,5400.95,5300.92,2400.19,500.01,100,1800.11,2900.28,0,100,1400.07,200,300,200,400.01,9603.12,0,300,100,0,0,700.02,0,0
1868.352,0,3020881.9,100,8202.19,7801.99,2600.22,200,200,2300.18,2500.21,0,200,1400.07,100,300,200,100,33838.68,0,0,100,0,0,500.01,0,0
1868.664,0,3042405.34,400.01,8902.58,1900.12,1500.07,500.01,100,1600.08,2100.15,0,100,2300.18,0,400.01,100,200,22016.38,0,0,300,0,0,600.01,0,0
1868.975,0,3043113.94,100,7201.69,2900.28,2400.19,800.02,100,2100.15,3300.36,0,100,1100.04,0,200,500.01,100,18611.71,0,0,100,100,0,600.01,0,0
1869.286,0,3029660.61,100,9302.81,5601.03,2800.26,700.02,400.01,3900.5,3300.36,100,0,2000.13,100,200,300,0,7702.01,0,0,100,0,0,500.01,0,0
1869.597,0,3064332.3,200,6801.5,2200.16,2500.21,400.01,0,2300.18,3100.32,0,0,600.01,0,100,300,400.01,7702.01,0,0,0,0,0,1300.06,0,0
1869.908,0,3061123.9,200,8302.24,1900.12,2400.19,300,100,2100.15,2800.26,100,100,1700.1,0,300,400.01,300,6101.26,0,0,100,0,0,500.01,0,0
1870.219,0,3044383.47,0,6901.55,2300.17,2200.16,100,600.01,1300.06,2800.26,100,0,1300.06,100,100,700.02,200,15307.92,0,0,600.01,100,200,0,0,0
1870.53,0,3059903.58,400.01,7902.03,3900.5,2000.13,100,200,1800.11,2700.24,100,0,2000.13,200,400.01,400.01,100,9302.93,0,0,100,0,0,300,0,0
1870.841,0,3065424.68,100,7301.73,1000.03,2900.28,500.01,300,3600.43,2300.18,0,0,1500.07,300,400.01,400.01,200,10403.66,0,0,0,0,100,800.02,0,0
1871.152,0,3048398.9,300,7601.88,3800.47,1900.12,200,0,1900.12,2600.22,0,100,900.03,100,100,400.01,0,4200.6,0,100,300,0,100,400.01,100,0
1871.463,0,3056961.01,200,7701.93,3100.32,2900.28,300,100,1900.12,1700.1,0,200,1400.07,0,400.01,200,100,1500.08,100,0,100,0,0,500.01,0,0
1871.774,100,3093699.29,0,9803.12,1400.06,2000.13,200,100,3100.32,3200.34,0,100,1100.04,100,300,200,100,1700.1,0,0,100,0,0,800.02,0,0
1872.085,0,3065611.59,300,6001.17,3500.4,2300.17,500.01,200,2100.15,3300.36,0,0,700.02,0,100,400.01,200,3700.46,0,0,0,0,100,900.03,0,0
1872.397,0,3071172.14,400.01,7801.98,1700.1,3500.4,100,100,2800.26,3500.41,0,100,2100.15,100,0,600.01,100,5501.02,0,0,0,0,0,500.01,0,0
1872.708,0,3037415.69,200,7301.73,1900.12,2300.17,0,300,2400.19,3200.34,0,0,1800.11,0,200,300,200,3500.41,0,0,200,0,0,700.02,0,0
1873.019,0,3084221.94,100,7701.93,2300.17,1800.11,100,100,1900.12,2300.18,0,100,1500.07,0,500.01,300,200,3000.3,100,0,0,0,0,700.02,0,0
1873.33,0,3084054.56,100,6701.46,1800.11,1900.12,200,0,1700.1,2600.22,0,100,1500.07,100,100,200,100,6301.34,200,0,100,200,0,1000.04,0,0
1873.641,100,3057610.42,0,7001.59,2100.14,2700.24,400.01,300,2800.26,2400.19,0,0,1300.06,0,300,600.01,0,1900.12,0,0,400.01,0,0,300,100,0
1873.952,0,3100076.63,100,6901.55,1300.06,3800.47,500.01,0,2400.19,2500.21,0,0,1000.03,0,200,200,100,5400.99,0,0,300,0,0,100,0,0
1874.263,0,3049205.93,0,7701.93,700.02,2200.16,100,100,3000.3,2400.19,100,0,800.02,100,500.01,600.01,100,3500.41,0,0,200,0,0,500.01,0,0
1874.574,100,3042995.77,200,7301.73,1500.07,2000.13,300,100,2700.24,3900.5,0,0,1200.05,100,100,400.01,200,4900.81,100,0,400.01,0,0,400.01,0,0
1874.885,100,3072421.94,0,7401.78,1200.05,1500.07,800.02,300,2500.21,3300.36,0,0,1200.05,200,300,200,0,1800.11,0,0,200,0,0,600.01,100,0
1875.196,0,3053378.58,100,8402.29,1400.06,2300.17,400.01,100,2300.18,2900.28,200,300,1600.09,100,400.01,800.02,400.01,3800.49,100,100,100,0,0,400.01,0,0
1875.507,0,3095608.66,200,7101.64,2600.22,1800.11,300,0,2400.19,2500.21,100,100,1800.11,0,400.01,300,0,2100.15,0,100,0,0,200,1100.04,0,0
1875.818,0,3034354.95,100,7601.88,1100.04,1700.1,300,100,2200.16,2800.26,0,0,1800.11,0,700.02,600.01,300,700.02,0,100,100,0,0,400.01,0,0
1876.129,0,3074272.14,100,6501.37,2100.14,4100.55,100,100,3400.38,2900.28,200,100,1500.07,100,300,300,100,3200.35,0,100,100,0,0,400.01,0,0
1876.441,0,3015862.76,200,7001.59,1400.06,3400.38,400.01,300,2100.15,3000.3,0,100,1500.07,200,200,300,300,6501.43,0,100,0,0,0,800.02,0,100
1876.752,100,3052217.26,200,8302.24,700.02,2600.22,300,300,2200.16,2500.21,200,200,1500.07,100,100,400.01,100,10703.87,0,0,0,0,0,500.01,0,100
1877.063,0,3047906.71,0,8002.08,900.03,3700.45,100,0,2200.16,2800.26,100,100,1700.1,200,300,600.01,100,700.02,0,0,100,0,0,500.01,0,0
1877.374,0,3094959.05,100,7501.83,1800.11,2500.21,500.01,0,2600.22,2300.18,0,100,900.03,0,400.01,400.01,300,0,0,0,200,0,0,200,100,0
1877.685,0,3075079.17,0,6101.21,1100.04,2900.28,600.01,200,3300.36,2300.18,0,100,1800.11,100,100,600.01,400.01,4000.54,0,0,300,0,0,900.03,100,0
1877.996,0,3083218.04,0,9002.63,1500.07,2600.22,100,100,2700.24,2500.21,100,100,2600.22,0,400.01,300,100,300,0,0,100,0,0,400.01,0,0
1878.307,0,3105302.41,300,7301.73,1300.06,2700.24,0,0,1500.07,2200.16,0,200,2100.15,100,200,500.01,100,800.02,0,0,0,0,0,800.02,0,100
1878.618,0,3033646.36,100,8602.4,1000.03,2200.16,200,0,2200.16,2700.24,0,100,1400.07,0,600.01,400.01,100,2000.14,0,100,100,0,0,400.01,0,0
1878.929,0,3072146.36,0,8002.08,800.02,2200.16,400.01,100,1900.12,2800.26,0,100,1100.04,0,200,100,200,1100.04,0,200,0,0,0,600.01,0,0
1879.24,300,3037425.65,200,7801.98,1000.03,2800.26,1000.03,100,2300.18,1500.07,0,100,2200.16,0,300,500.01,0,300,0,0,200,0,0,400.01,100,0
1879.551,0,3042749.87,200,7301.73,1400.06,2800.26,500.01,100,1400.06,2300.18,0,0,1000.03,100,100,300,100,1200.05,0,0,0,0,0,100,0,100
1879.862,0,3056714.91,0,8602.4,900.03,2500.21,400.01,200,2200.16,2800.26,0,300,2500.21,0,600.01,200,0,700.02,0,0,300,0,0,1100.04,100,0
1880.174,0,3069174.29,100,8202.19,800.02,2500.21,900.03,200,4000.53,2600.22,0,100,1900.12,100,0,400.01,200,0,0,0,200,0,0,800.02,0,0
1880.485,0,3031127.02,300,7001.59,700.02,3000.3,0,200,2200.16,2700.24,0,100,1900.12,0,300,500.01,100,0,0,100,300,0,100,800.02,0,0
1880.796,0,3063190.69,200,7601.88,1800.11,2600.22,100,100,2300.18,3000.3,0,0,1000.03,0,100,500.01,100,1000.03,0,100,0,0,0,300,0,100
1881.107,0,3044964.13,0,7201.69,800.02,1600.08,100,100,2000.13,2500.21,0,100,800.02,0,300,0,0,600.01,0,0,0,0,0,900.03,0,0
1881.418,0,3024326.43,400.01,7601.88,1100.04,2300.17,600.01,0,1900.12,3200.34,0,0,1500.07,0,600.01,600.01,200,1100.04,100,100,100,0,0,500.01,0,0
1881.729,100,3062846.16,300,6101.21,1300.06,2500.21,400.01,600.01,3000.3,3300.36,100,100,1000.03,0,600.01,100,300,2400.19,0,0,100,0,0,800.02,0,0
1882.04,0,3082056.9,800.02,8602.4,1400.06,1900.12,300,200,2800.26,2900.28,100,100,1800.11,100,200,100,200,1000.03,0,0,0,100,100,1000.04,0,0
1882.351,100,3066861.59,100,6501.37,1600.08,3000.3,500.01,100,1600.08,3200.34,100,100,2100.15,100,100,400.01,500.01,800.02,0,0,0,0,0,400.01,0,0
1882.662,0,3080245.97,100,7501.83,1800.11,2600.22,800.02,500.01,2100.15,2300.18,100,0,1200.05,100,100,500.01,300,2600.23,0,0,0,0,0,400.01,0,0
1882.973,0,3058673.31,0,7902.03,600.01,2600.22,200,100,2200.16,2200.16,0,200,1300.06,0,300,100,100,1600.09,0,0,400.01,0,0,900.03,0,0
1883.284,0,3044708.27,0,7902.03,1200.05,1900.12,300,0,2300.18,4300.61,100,0,1200.05,100,200,600.01,100,0,100,0,100,0,0,300,0,0
1883.595,0,3047847.72,0,7902.03,800.02,3100.32,400.01,100,4300.61,2700.24,100,100,2100.15,0,300,300,200,900.03,0,0,0,0,0,500.01,100,0
1883.906,0,3065011.4,0,8102.13,1200.05,2600.22,600.01,100,2200.16,3400.38,0,0,1900.12,100,400.01,400.01,0,500.01,0,100,400.01,0,0,1000.04,0,0
1884.218,100,3030349.48,100,7601.88,1800.11,2900.28,400.01,0,2500.21,2800.26,0,0,1500.07,0,100,700.02,100,0,0,100,0,0,0,800.02,0,0
1884.529,0,3026649.09,100,8102.13,1200.05,2700.24,400.01,200,2900.28,1900.12,0,100,2300.18,300,300,400.01,200,200,0,0,300,0,0,700.02,0,0
1884.84,0,3048713.74,0,7401.78,600.01,2400.19,600.01,0,2200.16,3100.32,200,200,1700.1,200,200,200,0,1100.04,0,0,100,0,100,400.01,0,0
1885.151,0,3042247.92,100,7401.78,1500.07,3100.32,400.01,200,2500.21,3000.3,100,100,1600.09,100,500.01,400.01,200,2400.19,0,0,200,0,0,500.01,0,0
1885.462,0,3108855.34,100,8602.4,1500.07,3100.32,400.01,200,2600.22,3000.3,0,0,1600.09,0,300,100,0,0,0,0,0,0,0,400.01,0,0
1885.773,200,3071693.62,0,8002.08,1500.07,2300.17,700.02,400.01,2100.15,2800.26,0,0,1400.07,0,200,400.01,100,2000.14,0,0,100,0,0,700.02,0,0
1886.084,0,3010715.69,100,8002.08,1500.07,2700.24,300,0,2800.26,2400.19,0,0,1800.11,100,100,300,100,0,0,200,0,0,0,600.01,0,0
1886.395,0,3040791.28,500.01,5500.98,1500.07,2000.13,300,500.01,3600.43,2500.21,200,0,2500.21,100,400.01,800.02,100,0,0,0,100,0,0,400.01,0,0
1886.706,0,3064076.44,100,8502.35,800.02,2800.26,200,100,2300.18,2800.26,0,0,1000.03,0,500.01,700.02,100,1100.04,0,0,0,0,0,400.01,0,0
1887.017,100,3044855.93,100,7601.88,1600.08,1800.11,300,400.01,2700.24,2700.24,200,100,2400.19,100,400.01,100,100,100,0,0,0,0,0,800.02,0,0
1887.328,0,3091652.22,200,8302.24,700.02,1800.11,700.02,200,2800.26,2100.15,0,0,2000.13,0,500.01,500.01,0,2900.28,0,0,100,0,0,500.01,0,0
1887.639,0,3091730.93,100,6401.33,1700.1,2900.28,400.01,100,2900.28,2600.22,0,100,1300.06,100,300,300,0,0,0,200,100,0,0,500.01,0,0
1887.95,0,3065572.33,200,6401.33,600.01,2600.22,500.01,400.01,2100.15,3500.41,0,0,1000.03,0,100,300,200,2500.21,0,100,0,0,0,600.01,0,0
1888.262,0,3076880.15,100,6301.29,1700.1,2300.17,500.01,300,2700.24,3500.41,100,0,2500.21,0,400.01,400.01,300,100,0,0,100,0,0,400.01,0,0
1888.573,100,3074911.79,0,9803.12,1800.11,2100.14,800.02,100,3100.32,2100.15,100,100,1100.04,0,200,300,200,1500.08,0,0,0,0,0,600.01,100,0
1888.884,0,3052522.53,200,6001.17,1000.03,2100.14,300,200,2800.26,3000.3,100,0,1400.07,0,800.02,600.01,200,2900.28,0,100,100,0,0,300,0,0
1889.195,0,3020350.46,100,8502.35,800.02,3300.36,600.01,0,2500.21,2400.19,0,0,1700.1,0,400.01,900.03,100,100,0,100,200,0,0,700.02,0,100
1889.506,0,3070502.8,200,8102.13,1100.04,1800.11,400.01,300,2200.16,2900.28,100,0,2100.15,0,0,200,200,0,0,0,0,0,0,300,0,0
1889.817,0,3036293.82,300,6901.55,2300.17,2300.17,700.02,100,2000.13,2100.15,0,100,2700.24,0,400.01,400.01,0,0,0,100,100,0,100,500.01,0,0
1890.128,0,3057649.87,0,8002.08,2100.14,2400.19,300,400.01,1600.08,1900.12,0,0,1300.06,0,300,100,300,100,0,100,200,0,0,300,0,0
1890.439,0,3061911.2,100,5801.09,2300.17,3300.36,200,300,2000.13,4200.58,200,0,1400.07,0,200,500.01,0,800.02,0,0,0,0,100,800.02,0,0
1890.75,100,3097685.23,200,9402.87,1300.06,2100.14,100,200,2100.15,2500.21,100,100,1800.11,0,100,100,200,0,0,0,0,0,0,600.01,0,100
1891.061,0,3035230.93,100,9302.81,1000.03,2000.13,200,0,3000.3,2600.22,100,200,1100.04,100,500.01,300,200,1700.1,0,0,100,100,0,600.01,0,0
1891.372,0,3105272.92,100,5701.06,1700.1,2700.24,300,600.01,2900.28,2500.21,100,200,1700.1,200,100,400.01,300,0,0,0,100,0,100,300,0,0
1891.683,0,3064617.65,100,7902.03,900.03,2700.24,600.01,100,3100.32,2800.26,0,100,1300.06,100,400.01,700.02,0,400.01,0,0,300,0,0,500.01,200,0
1891.995,0,3053319.6,200,8102.13,1800.11,2100.14,200,100,2600.22,2700.24,0,200,500.01,200,300,300,100,300,0,0,200,0,0,400.01,0,0
1892.306,100,3054047.92,100,7601.88,800.02,2000.13,300,400.01,3000.3,2200.16,0,100,1400.07,0,500.01,300,100,0,0,100,100,0,0,400.01,0,0
1892.617,0,3044550.85,100,8402.29,1300.06,3000.3,400.01,300,3000.3,3900.5,0,0,1500.07,100,500.01,500.01,100,2100.15,0,100,0,100,0,1000.04,0,0
1892.928,100,3043084.44,0,7801.98,700.02,2100.14,700.02,300,3000.3,2500.21,0,0,1600.09,100,400.01,200,100,0,0,100,0,0,0,300,0,0
1893.239,0,3044147.33,0,7201.69,700.02,2200.16,500.01,200,2800.26,3500.41,0,200,1000.03,0,400.01,0,100,0,0,100,0,0,0,600.01,0,0
1893.55,0,3073809.64,200,8502.35,1800.11,2700.24,400.01,100,2200.16,2400.19,0,0,2000.13,100,400.01,0,400.01,0,0,0,100,0,0,500.01,0,0
1893.861,200,3022732.1,100,5701.06,2300.17,2200.16,400.01,100,3600.43,2800.26,0,100,1600.09,0,100,500.01,200,0,0,0,100,0,0,400.01,0,0
1894.172,0,3039157.69,100,7501.83,1500.07,2200.16,1000.03,200,2600.22,1900.12,0,200,800.02,0,300,200,200,0,0,100,0,0,0,600.01,0,0
1894.483,0,3049442.06,0,7501.83,1200.05,3100.32,200,400.01,2800.26,2600.22,0,0,1800.11,100,300,600.01,100,4400.66,0,0,0,0,0,100,0,0
1894.794,0,3047926.44,200,7701.93,1300.06,3100.32,300,200,1700.1,3500.41,0,100,1000.03,100,200,100,0,1400.07,0,0,200,0,0,300,0,0
1895.105,0,3068741.28,0,7601.88,1500.07,1600.08,100,200,2400.19,2300.18,100,0,1300.06,0,100,400.01,100,0,0,0,0,0,0,500.01,0,0
1895.416,0,3055120.58,100,8402.29,2200.16,3600.43,700.02,300,2300.18,3400.38,0,0,1800.11,200,200,100,300,1800.11,0,100,0,0,0,400.01,0,0
1895.727,0,3081436.79,100,6801.5,1600.08,2000.13,600.01,200,3300.36,2600.22,0,200,1600.09,300,100,0,200,0,0,0,0,0,0,400.01,0,0
1896.039,0,3031737.18,0,7601.88,1600.08,2300.17,300,0,1900.12,2600.22,100,0,1500.07,100,200,100,100,100,0,200,400.01,0,0,700.02,0,100
1896.35,0,3102103.98,0,6901.55,700.02,1400.06,100,0,2600.22,3200.34,0,0,1500.07,100,200,500.01,0,0,0,100,300,0,0,800.02,0,0
1896.661,0,3049255.15,500.01,7001.59,1400.06,2400.19,400.01,100,1600.08,3000.3,0,0,2000.13,100,400.01,0,0,800.02,0,0,400.01,0,0,200,0,0
1896.972,0,3088365.3,0,7701.93,700.02,2200.16,300,200,1700.1,3100.32,0,100,1800.11,200,200,200,300,500.01,0,0,100,0,0,300,0,100
1897.283,200,3083345.97,200,6601.42,600.01,2500.21,100,200,2200.16,2800.26,100,200,1500.07,0,300,600.01,400.01,200,0,0,100,0,0,1300.06,100,100
1897.594,0,3073829.37,100,7001.59,1300.06,2300.17,500.01,500.01,2000.13,3200.34,100,0,1600.09,100,200,200,500.01,400.01,0,0,300,0,0,800.02,0,0
1897.905,100,3049294.4,0,6901.55,900.03,3400.38,500.01,100,1800.11,2100.15,0,100,1200.05,200,100,400.01,300,0,0,100,0,0,100,100,0,0
1898.216,0,3065198.31,300,6601.42,1200.05,2300.17,400.01,0,1800.11,3200.34,0,0,1800.11,0,100,800.02,200,0,0,0,0,0,100,600.01,0,0
1898.527,0,3095106.71,0,8402.29,1700.1,3300.36,600.01,100,2100.15,2700.24,100,0,1500.07,100,300,400.01,100,0,0,0,100,0,100,800.02,0,0
1898.838,0,3053309.83,0,10103.32,1100.04,2300.17,200,200,2200.16,4000.53,0,0,1400.07,0,600.01,300,200,1600.09,0,0,100,0,100,100,100,0
1899.149,0,3084517.26,100,9102.69,800.02,2700.24,500.01,0,3100.32,2200.16,0,100,1100.04,0,300,200,300,0,100,0,0,0,0,500.01,0,0
1899.46,0,3067619.4,0,8502.35,1000.03,2100.14,600.01,0,2600.22,2000.13,100,0,1300.06,100,100,200,100,0,0,0,100,0,0,500.01,0,0
1899.772,100,3077903.78,300,6601.42,700.02,1500.07,200,0,1600.08,2700.24,0,200,1300.06,0,300,300,0,800.02,0,0,0,0,100,600.01,0,0
1900.083,0,3073661.98,0,6301.29,1300.06,2900.28,0,200,2000.13,4000.53,0,0,1700.1,200,200,300,100,800.02,0,0,0,100,0,400.01,0,0
1900.394,0,3082401.24,0,7101.64,800.02,3200.34,400.01,200,3800.48,2200.16,100,100,1100.04,100,200,700.02,100,0,0,0,0,0,0,100,0,0
1900.705,0,3048792.45,400.01,8102.13,1300.06,2500.21,300,300,4000.53,2600.22,0,0,400.01,0,200,900.03,100,0,0,0,0,0,0,1200.05,0,0
1901.016,0,3061989.91,200,6901.55,400.01,2600.22,100,0,2000.13,3500.41,100,200,1300.06,0,200,300,100,0,0,0,0,0,0,500.01,0,0
1901.327,0,3077441.08,0,8102.13,1100.04,2900.28,300,100,2200.16,2100.15,0,100,2200.16,0,200,200,200,0,0,100,100,0,0,900.03,0,0
1901.638,0,3017476.83,0,8502.35,1100.04,2400.19,100,0,2400.19,2100.15,0,100,1800.11,0,200,100,300,0,0,0,200,0,0,400.01,0,0
1901.949,0,3067146.94,0,10203.38,900.03,2200.16,400.01,400.01,2500.21,1900.12,0,100,1400.07,100,200,300,200,0,0,0,100,0,0,600.01,0,100
1902.26,0,3090274.48,200,8502.35,1400.06,2000.13,400.01,0,2000.13,2500.21,100,300,1800.11,0,400.01,200,400.01,0,100,100,0,0,0,300,0,0
1902.571,0,3018067.25,0,7401.78,500.01,2200.16,300,300,3300.36,2600.22,100,0,1900.12,100,400.01,400.01,200,0,0,100,0,0,0,800.02,0,0
1902.882,0,3087262.96,200,8602.4,1100.04,2700.24,200,100,2100.15,3100.32,0,0,1500.07,0,400.01,400.01,100,0,100,0,0,0,0,1000.04,0,0
1903.193,0,3079576.83,200,5200.88,1400.06,2000.13,600.01,100,2400.19,2600.22,100,0,1800.11,0,100,400.01,100,0,0,100,100,0,0,900.03,0,0
1903.504,100,3076269.99,100,8202.19,1300.06,2100.14,300,0,3100.32,2400.19,100,200,1700.1,100,500.01,300,100,1300.06,0,0,300,0,0,300,0,0
1903.816,0,3063318.62,100,6901.55,1000.03,3100.32,300,100,1900.12,3800.48,0,200,1300.06,0,100,100,100,0,0,0,0,0,0,500.01,0,0
1904.127,0,3118293.23,100,7701.93,800.02,2700.24,900.03,0,2400.19,2600.22,0,0,1000.03,0,400.01,300,100,600.01,100,100,100,0,100,700.02,0,0
1904.438,0,3047276.83,400.01,8002.08,1700.1,3200.34,900.03,100,3900.5,2600.22,0,0,1200.05,200,100,200,100,0,0,0,100,0,0,900.03,0,0
1904.749,0,3083050.85,200,8602.4,1400.06,2400.19,100,200,2500.21,1500.07,200,100,1700.1,100,300,200,0,0,0,100,100,0,0,400.01,0,0
1905.06,0,3019632.1,100,7701.93,1400.06,2400.19,300,0,2500.21,1900.12,0,0,1900.12,100,300,300,0,0,0,0,500.01,0,0,1000.04,0,0
1905.371,0,3103845.97,100,7001.59,1400.06,2800.26,700.02,100,2000.13,3200.34,0,0,1700.1,0,200,200,100,0,100,0,0,0,0,600.01,0,100
1905.682,0,3053171.94,0,7101.64,1300.06,1600.08,400.01,0,2200.16,2600.22,0,100,1400.07,0,200,400.01,0,1700.1,0,0,100,0,0,400.01,0,0
1905.993,0,3030930.15,300,5701.06,500.01,2900.28,400.01,0,2500.21,2100.15,0,0,1000.03,0,100,200,200,0,0,0,0,0,0,700.02,0,100
1906.304,0,3053034.25,0,8702.46,800.02,2100.14,300,200,3000.3,2400.19,0,0,2600.22,100,300,500.01,400.01,0,0,0,100,0,0,900.03,0,0
1906.615,0,3067009.05,300,7501.83,1000.03,2700.24,200,100,3200.34,2700.24,0,0,2000.13,200,200,400.01,0,0,0,0,0,0,0,800.02,0,0
1906.926,100,3072175.85,100,7501.83,1100.04,3500.4,700.02,100,2500.21,1800.11,0,0,1900.12,100,200,400.01,100,0,0,0,0,0,0,800.02,0,100
1907.237,0,3046952.22,200,6901.55,900.03,2800.26,500.01,200,3200.34,2400.19,0,0,900.03,200,500.01,200,100,0,0,0,0,100,0,200,0,0
1907.549,0,3045702.22,100,6501.37,1100.04,2700.24,400.01,200,2300.18,1500.07,0,0,1700.1,0,0,100,200,0,0,0,200,0,0,700.02,0,0
1907.86,0,3073908.08,0,7101.64,1300.06,2500.21,200,100,2000.13,3000.3,100,0,2000.13,0,200,0,400.01,0,0,100,0,0,0,300,0,0
1908.171,0,3066369.4,100,9102.69,1400.06,3800.47,300,300,2300.18,2500.21,0,0,1200.05,0,300,300,200,0,200,0,400.01,0,0,600.01,0,0
1908.482,0,3064332.3,200,5601.02,900.03,2500.21,400.01,0,2300.18,2700.24,0,300,1500.07,0,400.01,200,0,0,0,0,200,0,0,200,100,100
1908.793,0,3084713.94,0,7301.73,700.02,2700.24,200,0,2100.15,3200.34,100,100,1500.07,100,100,300,0,0,0,0,200,0,0,600.01,0,0
1909.104,100,3063190.69,200,6501.37,1200.05,2800.26,500.01,100,1600.08,2700.24,100,100,1500.07,0,300,0,100,0,0,100,100,0,0,900.03,0,0
1909.415,0,3058407.69,400.01,7902.03,4100.55,2100.14,400.01,300,3700.45,3500.41,0,0,5801.12,600.01,1900.12,300,100,108395.89,0,200,2700.25,100,0,700.02,0,0
1909.726,0,3792338.37,2500.2,10703.72,185420.15,2600.22,400.01,100,2700.24,11704.53,0,100,10003.32,2000.13,3900.51,200,0,986016.14,0,0,1200.05,500.01,0,400.01,0,0
1910.037,100,5212429.41,8702.45,16108.43,487879.21,3700.45,500.01,0,2900.28,13706.22,100,0,9302.88,1400.07,4900.8,200,400.01,1796158.83,100,100,600.01,400.01,0,700.02,0,0
1910.348,300,4802963.39,7501.82,14506.84,554498.21,2600.22,200,0,2600.22,16809.35,400.01,100,7701.97,1600.09,2100.15,300,300,1752890.27,0,100,900.03,800.02,0,800.02,0,100
1910.659,200,5218639.57,14506.8,18210.77,520635.7,2300.17,400.01,300,3300.36,24419.72,300,0,6801.54,2400.19,2900.28,300,500.01,1868021.33,0,100,600.01,500.01,0,700.02,100,0
1910.97,300,5521423.56,12104.74,21314.76,680758.66,2400.19,400.01,100,2500.21,28526.91,200,100,5901.16,2100.15,2900.28,500.01,100,2516881.5,0,0,200,700.02,0,1000.04,0,0
1911.281,200,6163818.5,15808.08,19111.86,838108.22,2100.14,500.01,0,3100.32,34338.99,500.01,300,6701.49,2400.19,3900.51,600.01,400.01,3842968.05,0,100,600.01,1400.07,0,700.02,0,0
1911.593,100,7262485.32,22316.1,25921.82,1154194.56,3300.36,700.02,400.01,3100.32,44064.18,0,100,7101.68,2900.28,3600.43,300,0,4732788,0,0,1000.03,900.03,0,400.01,0,100
