C:\ICPCHEM\1\DATA\Laser\09DEC_2.D
Intensity Vs Time,CPS
Acquired      : Dec 9 2010  04:51 pm using AcqMethod DJoto.m
Time [Sec],Li7,Na23,Mg24,P31,Ca43,Sc45,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn64,Cu65,Ge72,Rb85,Sr88,Y89,Cd114,Sn118,Ba137,Au197,Pb208,Th232,U238
0.321,0,3325250.46,100,6401.33,1000.03,3500.4,300,200,2500.21,3200.34,0,100,1400.07,0,0,500.01,100,0,0,0,200,0,0,400.01,0,0
0.632,0,3336568.04,100,6501.37,1700.1,3000.3,500.01,100,2400.19,3000.3,0,100,1200.05,100,300,400.01,200,0,0,100,200,0,0,1000.04,0,100
0.943,0,3290214.53,100,7301.73,400.01,3400.38,100,0,2800.26,2700.24,0,100,2400.19,0,300,300,0,0,0,100,0,0,0,800.02,0,0
1.254,100,3294151.25,100,5801.09,700.02,3200.34,500.01,200,2100.15,2500.21,0,0,1300.06,0,100,300,200,0,0,0,100,0,0,700.02,0,0
1.565,0,3278926.64,100,6601.42,400.01,2700.24,300,100,2500.21,3000.3,0,100,1500.07,0,200,500.01,100,0,0,100,100,0,0,600.01,0,0
1.876,0,3291533.28,200,7701.93,900.03,2700.24,300,300,2200.16,2800.26,0,0,1400.07,0,100,500.01,200,0,100,0,0,0,0,500.01,100,0
2.187,0,3310989.92,200,8902.58,700.02,3500.4,200,100,1600.08,3200.34,0,300,1000.03,0,0,900.03,100,0,0,0,300,0,0,500.01,0,0
2.498,0,3253397.53,0,6901.55,900.03,4500.66,700.02,200,2600.22,2900.28,0,100,1400.07,300,500.01,600.01,0,0,0,0,200,0,0,600.01,200,0
2.809,0,3281485.23,100,8202.19,700.02,3800.47,300,300,2400.19,3100.32,0,200,1800.11,100,0,700.02,0,0,0,0,100,0,100,400.01,0,0
3.121,100,3296080.15,0,7301.73,700.02,3800.47,300,0,2900.28,2200.16,0,100,1600.09,0,0,400.01,300,0,0,200,0,0,0,400.01,0,0
3.432,0,3282016.87,200,7401.78,700.02,2500.21,300,0,2400.19,3900.5,0,100,800.02,100,500.01,300,0,100,0,100,100,0,0,800.02,0,0
3.743,0,3284850.85,100,6301.29,1100.04,3200.34,500.01,500.01,2300.18,3700.45,100,0,1100.04,0,300,800.02,0,0,0,0,100,0,0,700.02,0,0
4.054,0,3301640.7,100,7201.69,800.02,2000.13,100,200,2400.19,2500.21,0,200,1700.1,0,300,500.01,300,100,0,0,100,0,0,500.01,0,100
4.365,0,3295775.07,100,7001.59,1100.04,3800.47,400.01,500.01,1800.11,2500.21,0,100,1100.04,200,400.01,300,100,0,0,100,0,0,0,400.01,0,0
4.676,100,3276505.35,200,7601.88,400.01,2000.13,400.01,100,2000.13,3700.45,0,200,2100.15,0,900.03,300,200,0,0,0,0,0,0,600.01,0,0
4.987,0,3267175.66,0,9102.69,900.03,3600.43,300,100,2200.16,3300.36,0,100,1200.05,100,200,1100.04,0,0,0,0,0,0,0,700.02,0,0
5.298,0,3284841.09,200,7701.93,300,3100.32,300,0,2400.19,2900.28,0,0,1700.1,100,200,300,200,0,0,0,300,0,0,500.01,0,0
5.609,0,3270669.41,0,6901.55,500.01,3300.36,300,0,2500.21,2800.26,100,300,1100.04,200,100,100,300,0,0,0,0,0,0,500.01,0,0
5.92,100,3293826.64,200,7801.98,1100.04,2300.17,700.02,300,2300.18,3000.3,0,100,1500.07,0,0,600.01,0,0,0,100,100,0,0,400.01,0,0
6.231,0,3307653.98,100,6001.17,1800.11,2300.17,100,200,2500.21,4300.61,0,200,1200.05,100,300,300,400.01,0,0,0,200,0,0,500.01,0,0
6.542,0,3219739.53,0,7201.69,1500.07,3100.32,500.01,300,2600.22,2600.22,0,100,1600.09,100,400.01,600.01,0,0,0,0,200,0,0,500.01,0,0
6.854,0,3301010.62,100,8102.13,1000.03,3300.36,400.01,200,2400.19,2700.24,0,200,1200.05,200,300,500.01,300,100,0,0,200,100,0,500.01,0,0
7.165,0,3280796.17,0,9202.75,900.03,3300.36,300,300,2900.28,2800.26,100,0,1800.11,200,200,200,200,0,0,0,400.01,0,0,1200.05,0,0
7.476,0,3316324.29,200,6601.42,800.02,3200.34,700.02,100,2500.21,1800.11,0,100,2800.26,0,500.01,200,0,0,0,0,100,0,0,700.02,0,0
7.786,100,3254608.08,0,9703.06,1200.05,2900.28,200,0,1900.12,2500.21,0,100,1300.06,100,400.01,200,100,0,0,0,0,0,0,300,0,0
8.098,0,3307624.29,0,7601.88,900.03,3400.38,600.01,0,2600.22,2800.26,0,100,1500.07,0,400.01,100,100,0,0,300,100,0,0,300,0,0
8.409,0,3329068.82,100,7601.88,1800.11,3500.4,400.01,400.01,2300.18,4000.53,100,100,1200.05,0,0,100,200,0,0,0,200,0,0,200,0,0
8.72,0,3262274.68,100,7601.88,1200.05,2800.26,500.01,200,1900.12,2300.18,0,0,1600.09,0,200,400.01,100,100,0,0,300,0,0,600.01,0,0
9.031,0,3252531.52,0,8402.29,900.03,3100.32,500.01,100,2700.24,3000.3,0,0,1600.09,0,300,500.01,0,0,0,0,400.01,0,0,200,0,0
9.342,0,3262786.4,200,8502.35,1900.12,3300.36,500.01,100,3400.38,3000.3,0,100,1600.09,0,300,500.01,0,100,0,200,100,0,0,500.01,100,0
9.653,0,3274497.73,100,6901.55,1000.03,3100.32,400.01,0,1600.08,3000.3,100,100,1900.12,300,200,100,100,0,0,0,0,100,0,200,0,0
9.964,0,3227543.82,100,8602.4,800.02,2200.16,600.01,100,2500.21,1600.09,0,0,1300.06,300,200,100,100,0,0,200,100,0,0,600.01,0,0
10.275,0,3265443.63,100,7701.93,600.01,2400.19,100,400.01,1900.12,3100.32,0,200,1800.11,0,200,100,100,0,0,0,100,0,0,500.01,0,0
10.586,0,3240770.97,200,6501.37,900.03,2600.22,500.01,100,2600.22,2700.24,100,300,1600.09,200,400.01,600.01,400.01,0,0,0,100,0,0,600.01,0,0
10.898,0,3270059.25,0,7601.88,1800.11,3500.4,400.01,0,2300.18,3100.32,0,200,800.02,0,100,200,100,0,0,0,600.01,0,0,100,0,0
11.209,0,3241095.58,0,5801.09,1300.06,2200.16,600.01,200,2300.18,1700.1,0,200,1600.09,100,500.01,300,300,0,0,100,200,0,0,600.01,0,0
11.52,0,3269271.95,300,7401.78,1100.04,3000.3,200,100,1700.1,2800.26,200,0,2400.19,0,600.01,600.01,400.01,0,0,0,0,0,100,200,0,0
11.831,200,3268996.36,0,6201.25,1500.07,3500.4,200,0,1800.11,3900.5,0,0,2000.13,100,300,300,200,0,0,0,100,0,0,500.01,0,0
12.142,100,3293216.48,300,6401.33,1300.06,3300.36,600.01,100,2400.19,2100.15,100,0,1100.04,0,200,400.01,200,0,0,0,400.01,0,0,700.02,100,0
12.453,100,3269330.93,100,6401.33,1300.06,3000.3,400.01,200,2100.15,3500.41,0,100,1900.12,100,200,800.02,100,0,0,100,200,0,0,500.01,0,0
12.764,0,3256133.47,100,7701.93,700.02,2800.26,800.02,300,3000.3,3600.43,0,0,1400.07,100,500.01,700.02,0,0,0,200,200,0,0,500.01,0,0
13.075,0,3308480.54,200,8502.35,700.02,2500.21,200,300,3000.3,2200.16,0,0,1600.09,0,100,100,100,0,0,100,0,0,0,500.01,0,0
13.386,0,3298481.71,0,7501.83,600.01,3500.4,200,200,3200.34,2800.26,0,0,1600.09,300,500.01,700.02,200,0,0,300,300,0,0,200,200,0
13.697,200,3275334.25,200,8102.13,700.02,3400.38,500.01,400.01,2600.22,3600.43,0,200,1100.04,0,300,200,100,0,0,0,100,0,100,500.01,0,0
14.008,0,3287163.75,300,9102.69,1300.06,2900.28,200,100,3300.36,3200.34,0,0,1800.11,0,300,600.01,100,0,0,0,400.01,0,0,400.01,0,0
14.319,0,3249854.56,0,7201.69,1100.04,3400.38,500.01,0,2100.15,3300.36,200,300,1700.1,0,200,600.01,100,0,0,0,600.01,0,0,500.01,0,0
14.63,0,3264843.24,200,7301.73,1000.03,2600.22,800.02,200,2400.19,1500.07,100,200,1500.07,100,400.01,400.01,400.01,0,0,0,300,0,0,900.03,0,0
14.942,100,3251291.48,100,6301.29,1000.03,2900.28,500.01,0,2600.22,2100.15,200,0,1800.11,100,800.02,200,400.01,0,0,0,100,0,0,600.01,100,0
15.253,0,3296375.46,200,6901.55,1000.03,2600.22,200,200,1700.1,2800.26,100,100,700.02,0,500.01,300,0,0,0,0,200,0,0,400.01,0,100
15.564,100,3307141.87,0,9603,1400.06,1900.12,500.01,0,3500.4,2300.18,0,0,2500.21,100,100,500.01,100,0,0,0,300,0,0,400.01,0,0
15.875,0,3289437.18,0,7001.59,700.02,2400.19,100,200,2200.16,2900.28,0,100,1800.11,200,200,400.01,0,0,0,0,200,0,0,700.02,0,0
16.186,0,3273562.77,200,8002.08,1400.06,2500.21,300,400.01,1700.1,3200.34,0,100,1400.07,0,100,0,0,0,0,0,0,0,0,500.01,0,0
16.497,0,3305872.34,100,5601.02,1200.05,3100.32,300,400.01,2800.26,1900.12,0,0,1400.07,100,100,500.01,100,0,0,100,100,0,0,400.01,0,0
16.808,0,3325142.26,0,7601.88,1600.08,2600.22,300,300,2000.13,3100.32,200,0,900.03,100,900.03,700.02,300,0,0,100,300,100,0,800.02,0,0
17.119,0,3288709.06,0,8602.4,1000.03,3400.38,500.01,0,2500.21,3200.34,0,100,1700.1,0,200,500.01,400.01,0,0,0,500.01,0,0,500.01,100,0
17.43,0,3237542.85,0,9302.81,900.03,3000.3,500.01,100,3100.32,3600.43,0,0,700.02,200,300,700.02,0,0,0,0,100,0,0,800.02,0,0
17.741,0,3276613.75,0,6701.46,1600.08,2500.21,800.02,200,2600.22,2100.15,200,200,1100.04,0,200,300,200,0,0,0,300,0,0,200,0,0
18.052,0,3236598.12,100,5801.09,2000.13,1900.12,300,0,1800.11,2700.24,0,100,1700.1,100,500.01,300,100,0,0,0,400.01,0,0,400.01,0,0
18.363,0,3282361.01,100,7501.83,800.02,2800.26,500.01,0,1500.07,3400.38,0,0,1200.05,0,400.01,500.01,100,0,0,0,0,0,0,1000.04,100,0
18.675,0,3299810.23,0,7201.69,1000.03,2800.26,100,0,2000.13,2700.24,0,300,2200.16,0,300,100,200,0,0,0,100,0,0,400.01,0,0
18.986,0,3252885.81,0,8802.52,700.02,3300.36,100,100,2200.16,3500.41,0,0,1200.05,0,100,200,0,200,0,200,200,0,0,600.01,0,0
19.297,0,3284211.4,100,8902.58,1100.04,3100.32,500.01,100,3000.3,3300.36,0,0,3200.34,0,100,300,0,0,0,0,300,0,0,600.01,0,0
19.608,0,3241371.17,100,7701.93,1100.04,2300.17,100,400.01,2100.15,3500.41,0,100,1500.07,0,100,400.01,200,0,0,0,0,0,0,200,0,0
19.919,0,3244510.62,300,7201.69,800.02,3600.43,400.01,0,1900.12,2500.21,0,200,600.01,0,200,400.01,100,0,0,100,0,0,0,700.02,0,0
20.23,100,3260719.6,100,7902.03,1500.07,2900.28,100,0,1700.1,2400.19,100,100,1600.09,200,200,100,200,0,0,100,200,0,0,600.01,0,0
20.541,0,3305360.62,200,6701.46,700.02,2400.19,100,200,1900.12,2700.24,0,0,1900.12,100,200,200,100,0,0,0,100,0,0,900.03,0,0
20.852,0,3249303.59,100,7902.03,1700.1,3000.3,300,0,2500.21,2600.22,0,0,1200.05,0,700.02,500.01,0,0,0,200,100,0,0,400.01,0,0
21.162,100,3291946.95,100,8702.46,1000.03,2500.21,400.01,0,2500.21,2600.22,0,0,1300.06,0,400.01,300,100,100,0,0,200,0,0,200,0,100
21.474,0,3278896.95,0,5801.09,400.01,2300.17,400.01,400.01,3000.3,2600.22,0,0,1800.11,0,300,300,100,0,0,0,200,0,0,500.01,0,100
21.785,0,3302093.43,300,5400.95,900.03,2200.16,100,100,1800.11,2500.21,100,200,800.02,0,200,300,200,0,0,0,100,0,0,600.01,0,0
22.096,100,3327031.71,200,7801.98,900.03,3300.36,300,0,1400.06,2300.18,0,100,1100.04,0,500.01,900.03,100,0,0,0,0,0,0,400.01,0,0
22.407,100,3246646.36,300,7801.98,800.02,3800.47,300,400.01,2300.18,2600.22,200,200,1500.07,200,100,400.01,100,0,0,100,0,0,0,400.01,0,0
22.719,100,3275117.85,100,6401.33,600.01,4300.61,400.01,100,2900.28,3100.32,0,0,1400.07,100,300,300,400.01,0,0,300,300,0,100,600.01,0,0
23.03,0,3222564.13,0,7201.69,900.03,3000.3,400.01,200,2600.22,3400.38,100,0,1200.05,0,200,300,0,0,0,100,100,0,0,300,0,0
23.341,0,3284103.2,0,8102.13,900.03,4400.64,500.01,100,2000.13,2600.22,0,100,1800.11,0,400.01,400.01,200,0,0,100,200,0,0,700.02,100,0
23.652,0,3252413.35,200,8802.52,1400.06,3000.3,100,0,2500.21,2100.15,0,200,1800.11,100,200,700.02,100,0,0,0,400.01,100,0,400.01,0,0
23.963,0,3287065.31,100,7401.78,400.01,2200.16,500.01,100,3300.36,2200.16,0,100,1600.09,100,600.01,200,100,0,0,0,200,100,0,300,100,0
24.274,0,3266309.64,100,7801.98,400.01,3500.4,400.01,200,2600.22,2300.18,0,100,1700.1,0,300,200,300,0,0,0,0,0,0,300,0,0
24.585,0,3234324.68,200,9102.69,800.02,2300.17,300,100,2000.13,2800.26,100,0,1500.07,100,500.01,600.01,100,0,0,100,100,0,0,900.03,0,0
24.896,100,3256162.96,100,7801.98,1100.04,2400.19,400.01,300,1300.06,1700.1,0,100,1200.05,0,100,100,0,0,0,100,100,0,0,200,0,0
25.207,100,3269449.1,100,7601.88,600.01,1600.08,100,300,2100.15,3300.36,100,100,1200.05,200,200,100,100,0,100,0,100,0,0,600.01,0,0
25.518,0,3260129.17,100,6701.46,1300.06,3800.47,600.01,200,1700.1,2300.18,100,0,1000.03,100,300,300,100,0,0,100,0,0,0,1000.04,0,0
25.829,0,3276210.23,100,7902.03,700.02,3000.3,100,400.01,1900.12,2900.28,100,100,700.02,0,400.01,400.01,100,0,0,100,300,0,0,600.01,0,0
26.14,0,3265335.23,0,7601.88,400.01,4000.53,300,200,2100.15,3300.36,100,0,2000.13,200,500.01,500.01,0,100,0,0,100,0,0,400.01,0,0
26.452,200,3258160.82,100,8102.13,700.02,4400.64,100,200,2000.13,2300.18,0,0,1200.05,100,400.01,200,300,0,0,100,0,0,0,800.02,0,0
26.763,0,3259666.67,200,5701.06,1000.03,2700.24,400.01,100,1900.12,2900.28,100,100,1600.09,0,100,600.01,200,0,0,0,100,0,0,200,0,0
27.074,0,3278660.62,400.01,7601.88,1200.05,2700.24,300,100,2100.15,2500.21,100,0,1400.07,200,100,200,0,0,0,0,100,0,0,800.02,0,0
27.385,0,3312161.4,200,7001.59,600.01,2400.19,400.01,100,1800.11,3100.32,0,0,1600.09,0,300,500.01,400.01,0,0,0,0,0,0,500.01,0,0
27.696,100,3256694.41,0,7501.83,1900.12,3000.3,400.01,200,3100.32,3400.38,100,0,1600.09,0,400.01,500.01,0,0,0,0,300,0,0,500.01,0,100
28.007,100,3245593.24,100,8002.08,1100.04,2500.21,900.03,100,2800.26,3500.41,0,0,900.03,100,100,600.01,200,0,0,0,400.01,0,0,800.02,0,0
28.318,0,3273749.88,100,6401.33,1600.08,2500.21,200,300,2600.22,3600.43,0,200,1200.05,0,100,400.01,0,0,0,0,0,100,0,400.01,0,0
28.629,0,3280382.89,0,8402.29,1200.05,2300.17,600.01,500.01,2200.16,3600.43,100,0,1200.05,0,300,600.01,100,0,0,100,100,0,0,700.02,0,0
28.94,0,3281101.25,100,6001.17,700.02,2400.19,400.01,0,2000.13,2900.28,0,100,1400.07,400.01,200,400.01,0,0,100,0,0,0,0,500.01,0,0
29.251,100,3285136.4,0,7201.69,800.02,3000.3,100,100,2100.15,1500.07,100,0,1400.07,0,300,300,100,0,0,0,100,0,0,600.01,0,0
29.562,0,3272096.36,100,5300.91,1000.03,3000.3,800.02,400.01,1400.06,2000.13,0,0,1400.07,100,300,700.02,300,0,100,100,200,0,200,300,0,0
29.873,100,3265473.12,200,7801.98,300,2900.28,300,100,1900.12,2300.18,0,100,1000.03,0,200,700.02,100,0,0,0,100,0,0,200,0,0
30.184,0,3267657.89,200,6601.42,1300.06,2800.26,700.02,200,3100.32,2400.19,100,200,2000.13,0,400.01,500.01,100,0,0,200,100,0,0,400.01,0,0
30.496,0,3284565.7,100,5601.02,700.02,2400.19,0,100,2100.15,2100.15,0,200,2700.24,0,300,200,0,0,0,200,0,0,100,500.01,0,0
30.807,0,3323478.98,0,7001.59,900.03,2400.19,400.01,300,2200.16,3400.38,0,0,1600.09,100,0,300,200,0,0,100,100,0,0,200,0,0
31.118,0,3290057.1,0,6001.17,800.02,2700.24,900.03,200,2600.22,2500.21,0,0,1200.05,0,300,500.01,200,0,0,0,0,0,0,600.01,0,0
31.429,0,3243900.46,0,6101.21,300,2700.24,200,200,3100.32,2400.19,0,100,900.03,0,500.01,400.01,200,0,0,200,300,0,0,400.01,100,0
31.74,0,3292940.7,0,6901.55,1100.04,2000.13,100,0,3000.3,1700.1,0,100,1800.11,0,400.01,300,300,0,0,0,400.01,0,0,500.01,100,0
32.051,0,3215291.28,0,7501.83,600.01,2200.16,600.01,0,2900.28,2600.22,0,0,700.02,400.01,300,400.01,200,0,0,0,300,0,0,200,0,0
32.362,200,3255296.95,0,6801.5,1700.1,3000.3,500.01,100,3000.3,3200.34,100,100,1000.03,0,100,200,200,0,0,0,200,0,0,200,0,0
32.673,0,3259814.14,100,6501.37,500.01,3200.34,200,200,2800.26,2900.28,200,100,1900.12,100,0,500.01,0,100,0,0,300,0,0,400.01,100,0
32.984,0,3283364.92,0,7201.69,800.02,2600.22,500.01,100,1700.1,2800.26,0,100,900.03,100,300,300,100,0,0,100,400.01,0,0,400.01,0,0
33.295,0,3274527.22,400.01,8602.4,1100.04,2800.26,400.01,100,2300.18,2400.19,0,0,1700.1,100,100,600.01,0,0,0,0,100,0,0,900.03,0,0
33.606,200,3254686.79,100,7701.93,1200.05,2600.22,100,100,2000.13,2400.19,0,300,1500.07,0,0,300,300,0,100,0,100,0,0,700.02,0,0
33.917,0,3260503.2,200,6301.29,1600.08,1900.12,700.02,500.01,2400.19,2300.18,0,0,2000.13,100,100,300,100,100,0,0,0,0,0,200,0,0
34.229,100,3269695.19,100,6201.25,800.02,3400.38,300,100,2400.19,2600.22,0,0,2000.13,0,400.01,100,100,0,0,100,0,0,0,500.01,0,0
34.54,0,3318764.92,0,7101.64,1600.08,2800.26,200,0,2300.18,3300.36,100,0,2400.19,100,300,200,100,100,0,0,300,0,0,600.01,0,0
34.851,0,3286435.62,100,8602.4,1100.04,2400.19,800.02,200,1900.12,2500.21,100,200,1100.04,0,100,700.02,0,0,0,0,300,0,0,500.01,0,0
35.162,0,3263416.28,400.01,6201.25,800.02,2900.28,500.01,200,2200.16,2800.26,100,100,1700.1,200,100,600.01,300,0,0,100,100,0,100,700.02,0,0
35.473,0,3283296.17,200,8102.13,1500.07,2900.28,500.01,0,2500.21,1800.11,0,0,1500.07,100,200,200,300,0,0,0,200,0,0,600.01,0,0
35.784,0,3234403.39,200,7601.88,1500.07,3400.38,200,100,2100.15,2000.13,0,100,1700.1,0,300,200,200,0,0,200,200,100,0,500.01,0,0
36.095,0,3294820.39,100,6401.33,900.03,2100.14,400.01,100,3600.43,2600.22,0,100,1700.1,0,300,700.02,200,0,0,0,300,0,0,900.03,0,0
36.406,0,3296995.39,100,7001.59,900.03,2500.21,400.01,300,1900.12,3400.38,100,100,1500.07,0,200,400.01,200,0,0,100,200,0,0,900.03,0,0
36.717,0,3302408.28,100,5901.13,1100.04,3300.36,600.01,300,2000.13,2700.24,200,0,2100.15,0,0,500.01,300,0,0,0,300,0,0,700.02,0,0
37.028,0,3263957.49,100,7801.98,1200.05,4400.64,400.01,0,2000.13,2800.26,200,200,1100.04,100,300,600.01,100,0,0,100,200,0,0,600.01,0,100
37.339,0,3223744.99,200,7902.03,1600.08,2600.22,500.01,0,1800.11,2800.26,0,100,1300.06,100,300,500.01,200,0,100,100,200,0,0,1000.04,0,0
37.65,100,3272371.95,0,6801.5,1300.06,2300.17,200,200,2900.28,2500.21,100,400.01,1300.06,100,100,600.01,500.01,0,0,0,100,0,0,600.01,0,0
37.961,0,3235486.01,0,6601.42,600.01,2500.21,1000.03,100,2400.19,2800.26,0,100,1600.09,0,300,400.01,0,0,0,0,300,0,0,600.01,0,0
38.273,0,3269084.84,100,7001.59,1100.04,2900.28,300,200,2900.28,3600.43,0,100,1800.11,100,200,800.02,0,0,0,100,0,0,0,400.01,0,0
38.584,0,3262530.54,0,6301.29,1200.05,2800.26,500.01,200,2600.22,2900.28,0,200,2300.18,0,300,400.01,400.01,0,0,0,0,0,0,500.01,0,0
38.895,0,3262993.04,0,6101.21,1600.08,1800.11,100,100,2100.15,3100.32,0,100,1400.07,200,200,300,100,0,0,0,100,0,0,400.01,0,0
39.206,100,3262028.59,200,8102.13,1500.07,2600.22,800.02,400.01,2600.22,2100.15,0,200,1500.07,0,300,700.02,100,0,0,0,100,0,0,500.01,0,0
39.517,100,3264242.85,300,7201.69,1100.04,4100.55,400.01,100,2600.22,2000.13,0,0,1300.06,0,600.01,400.01,300,100,100,100,100,0,0,200,0,0
39.828,0,3318617.26,100,7001.59,800.02,2200.16,300,0,2700.24,3500.41,0,100,1800.11,100,200,500.01,400.01,0,0,200,0,0,0,800.02,0,0
40.139,100,3255857.89,0,6601.42,700.02,2700.24,500.01,100,2400.19,4300.61,0,0,900.03,0,0,500.01,300,0,0,0,0,0,0,300,0,100
40.45,300,3251360.42,100,5601.02,500.01,3000.3,400.01,0,2000.13,3400.38,100,0,1500.07,100,400.01,200,0,0,0,300,200,0,0,600.01,0,0
40.761,0,3255582.3,100,9402.87,500.01,2600.22,400.01,100,1900.12,3400.38,0,0,1400.07,100,400.01,400.01,300,0,0,0,600.01,0,0,300,0,100
41.072,100,3270177.42,300,6101.21,600.01,3200.34,200,200,2100.15,3000.3,0,0,1700.1,0,400.01,400.01,100,100,0,0,700.02,0,0,400.01,0,0
41.383,0,3238074.29,300,7101.64,1300.06,2300.17,100,100,2400.19,2800.26,0,100,1900.12,0,400.01,600.01,100,0,0,0,400.01,0,0,500.01,0,0
41.694,0,3267283.86,100,8002.08,500.01,3100.32,400.01,100,2900.28,2100.15,0,200,1500.07,100,300,300,400.01,0,0,100,300,0,0,700.02,0,0
42.005,0,3242522.73,100,8502.35,700.02,2800.26,300,100,2600.22,2400.19,200,100,1400.07,0,400.01,300,100,0,0,0,100,0,0,300,0,0
42.317,100,3233842.46,0,7601.88,600.01,3300.36,200,100,2400.19,3500.41,0,200,2100.15,0,100,200,300,0,0,0,400.01,0,0,400.01,0,0
42.628,0,3284742.65,500.01,7902.03,800.02,3400.38,500.01,0,1900.12,3200.34,100,300,1100.04,0,400.01,500.01,200,0,0,100,200,0,100,700.02,0,0
42.939,100,3282134.84,200,7701.93,1200.05,2900.28,300,200,1700.1,2900.28,100,100,1200.05,0,100,200,200,0,0,100,100,0,0,600.01,0,100
43.25,0,3242483.28,0,7501.83,1500.07,3500.4,500.01,100,2500.21,3000.3,0,100,1800.11,0,400.01,500.01,100,0,0,0,200,0,0,400.01,0,0
43.561,0,3265453.39,100,7401.78,1200.05,2400.19,600.01,100,1900.12,2800.26,100,0,1200.05,0,200,600.01,300,0,0,100,200,0,0,400.01,0,0
43.872,0,3284477.03,100,6901.55,1100.04,2200.16,300,200,1800.11,2300.18,100,0,1300.06,0,300,300,500.01,0,0,0,100,0,0,200,0,0
44.183,0,3297654.76,0,7001.59,700.02,2800.26,100,100,1800.11,2500.21,100,200,2000.13,0,600.01,400.01,200,0,0,0,300,0,0,200,0,0
44.494,0,3245485.03,200,6801.5,1000.03,2700.24,300,100,2300.18,2700.24,100,0,2400.19,0,500.01,700.02,0,0,0,0,200,0,0,300,0,0
44.805,100,3271141.87,0,7701.93,1500.07,2800.26,100,100,1800.11,2100.15,100,0,1500.07,100,300,500.01,100,0,0,100,0,0,0,300,0,0
45.116,0,3279871.17,0,7301.73,300,3400.38,400.01,500.01,1100.04,2200.16,0,100,1400.07,0,0,600.01,400.01,0,0,0,300,0,0,400.01,0,0
45.427,0,3301109.06,0,7801.98,600.01,2900.28,400.01,200,1700.1,2900.28,100,100,1500.07,0,100,300,200,0,0,0,200,0,0,400.01,0,0
45.738,100,3240219.8,100,5701.06,700.02,2400.19,400.01,100,2000.13,3100.32,0,100,1100.04,200,200,100,100,0,0,100,200,0,0,600.01,0,0
46.05,0,3248831.13,0,6801.5,1100.04,3200.34,200,100,2700.24,2300.18,0,200,1100.04,200,300,200,100,0,0,100,100,0,0,700.02,100,0
46.361,0,3272352.22,0,7601.88,900.03,3300.36,400.01,400.01,2100.15,2500.21,0,0,1500.07,0,400.01,300,0,0,0,0,0,0,0,400.01,0,0
46.672,100,3214238.16,0,6901.55,800.02,3400.38,400.01,0,1900.12,1400.06,0,100,1200.05,100,200,300,300,0,0,0,200,0,0,400.01,0,0
46.983,0,3276161.01,100,5901.13,1200.05,2300.17,600.01,300,1600.08,2500.21,200,0,1500.07,0,400.01,500.01,0,0,0,100,200,0,0,800.02,0,0
47.294,0,3248663.74,200,6501.37,900.03,2800.26,400.01,100,1500.07,3000.3,100,0,1900.12,0,200,500.01,300,0,0,0,0,0,0,300,0,0
47.605,100,3291809.06,400.01,8802.52,900.03,3500.4,100,200,1900.12,2700.24,100,200,1200.05,0,200,200,100,0,0,0,400.01,0,0,400.01,0,0
47.916,100,3292252.03,400.01,6901.55,1500.07,2500.21,500.01,400.01,2500.21,3300.36,100,0,1600.09,100,100,400.01,100,0,0,0,300,100,0,900.03,0,0
48.227,0,3244687.77,100,7902.03,500.01,2400.19,700.02,200,2800.26,2400.19,0,0,1600.09,100,300,600.01,400.01,0,0,0,100,0,0,400.01,0,0
48.538,100,3277912.96,0,8302.24,900.03,3800.47,200,100,2400.19,3100.32,0,0,1900.12,200,400.01,400.01,200,0,100,0,200,0,100,300,0,0
48.849,0,3252807.1,200,5300.91,1800.11,3300.36,700.02,400.01,1500.07,2200.16,0,100,1200.05,200,400.01,600.01,0,0,0,100,300,0,0,0,0,0
49.16,100,3241095.58,200,7001.59,1200.05,3800.47,300,300,2500.21,2600.22,0,100,1300.06,200,300,200,0,0,0,0,0,100,0,300,0,0
49.471,0,3280294.6,100,5601.02,1000.03,2900.28,400.01,200,2800.26,3400.38,0,300,2300.18,100,300,500.01,200,0,0,0,100,0,0,500.01,0,0
49.782,0,3314661.01,0,7101.64,1100.04,3200.34,500.01,0,2600.22,2600.22,0,0,1600.09,0,200,800.02,100,0,0,100,100,100,0,600.01,0,0
50.094,0,3282833.67,100,6101.21,400.01,2600.22,500.01,500.01,2100.15,3800.48,0,100,1200.05,0,0,400.01,200,100,0,0,0,0,0,500.01,0,0
50.405,0,3262628.98,0,7801.98,500.01,3100.32,100,100,1700.1,3200.34,0,100,1700.1,100,400.01,300,200,0,0,0,100,0,0,800.02,0,0
50.716,0,3269567.26,300,6901.55,1000.03,3700.45,400.01,200,1800.11,2900.28,0,200,800.02,100,600.01,600.01,300,0,100,0,300,0,0,400.01,0,0
51.027,0,3259184.45,0,7401.78,700.02,2800.26,500.01,100,2800.26,2800.26,0,100,1500.07,200,200,200,0,0,0,100,200,0,0,700.02,0,0
51.338,0,3283975.07,200,7201.69,1100.04,3200.34,600.01,200,2700.24,3300.36,100,100,1200.05,0,300,300,100,0,100,0,100,0,0,500.01,0,0
51.649,0,3270443.04,200,8602.4,1000.03,2800.26,500.01,100,3000.3,2700.24,0,100,1500.07,0,300,400.01,0,0,0,0,100,100,0,500.01,0,0
51.96,0,3234708.47,0,8302.24,500.01,4100.55,900.03,100,2400.19,2500.21,0,0,1700.1,0,200,700.02,500.01,0,0,100,0,0,0,700.02,0,0
